====================================================
Start Logging Date/Time : 2019/5/15 - 8:56:20
desired vel, real vel, tau


-0.050000, -0.033819, -9.976346, 

-0.100000, -0.091381, -11.967250, 

-0.150000, -0.158228, -12.689098, 

-0.200000, -0.222232, -12.758274, 

-0.250000, -0.271045, -13.032884, 

-0.300000, -0.322950, -13.100264, 

-0.350000, -0.366332, -13.200699, 

-0.400000, -0.416422, -13.199951, 

-0.450000, -0.468231, -13.304375, 

-0.500000, -0.511408, -13.228438, 

-0.550000, -0.556292, -13.273290, 

-0.600000, -0.606072, -13.320031, 

-0.650000, -0.652478, -13.452734, 

-0.700000, -0.699233, -13.490299, 

-0.750000, -0.743883, -13.620215, 

-0.800000, -0.789967, -13.724436, 

-0.850000, -0.837710, -13.815607, 

-0.900000, -0.882549, -13.895400, 

-0.950000, -0.928387, -13.999978, 

-6.000000, -5.643085, -17.954282, 

-11.000000, -10.331529, -19.051615, 

-16.000000, -14.994595, -20.453705, 

-21.000001, -19.664446, -22.845597, 

-26.000000, -24.335839, -23.823927, 

-30.999999, -28.999926, -24.770573, 

-36.000001, -33.678689, -26.297998, 

-41.000000, -38.352538, -27.701623, 

-45.999999, -43.013312, -28.559511, 

-51.000001, -47.652849, -28.305742, 

-56.000000, -52.285510, -28.367112, 

-61.000003, -56.899576, -28.768971, 

-66.000002, -61.519072, -29.287949, 

-71.000001, -66.122490, -29.665758, 

-76.000000, -70.739520, -29.508638, 

-80.999999, -75.395488, -29.798393, 

-85.999998, -80.091146, -30.010006, 

-90.999997, -84.786750, -30.908010, 
