====================================================
Start Logging Date/Time : 2019/5/15 - 9:8:52
desired vel, real vel, tau


-0.050000, -0.011350, -3.569197, 

-0.100000, -0.057226, -4.170580, 

-0.150000, -0.146263, -4.364930, 

-0.200000, -0.201245, -4.409334, 

-0.250000, -0.253073, -4.374516, 

-0.300000, -0.300707, -4.380807, 

-0.350000, -0.346591, -4.326966, 

-0.400000, -0.395921, -4.291190, 

-0.450000, -0.441656, -4.287398, 

-0.500000, -0.487123, -4.282378, 

-0.550000, -0.533877, -4.272940, 

-0.600000, -0.579750, -4.261751, 

-0.650000, -0.627731, -4.228529, 

-0.700000, -0.673424, -4.235034, 

-0.750000, -0.720692, -4.204706, 

-0.800000, -0.764679, -4.225435, 

-0.850000, -0.811367, -4.229073, 

-0.900000, -0.855571, -4.284305, 

-0.950000, -0.903323, -4.295048, 

-6.000000, -5.634817, -5.380704, 

-11.000000, -10.301721, -6.021388, 

-16.000000, -14.975528, -6.839477, 

-21.000001, -19.639851, -7.671401, 

-26.000000, -24.323053, -8.527321, 

-30.999999, -28.993358, -9.429978, 

-36.000001, -33.667991, -10.101367, 

-41.000000, -38.345831, -10.743732, 

-45.999999, -43.016850, -11.453565, 

-51.000001, -47.690043, -11.796907, 

-56.000000, -52.363075, -12.327503, 

-61.000003, -57.030736, -12.780891, 

-66.000002, -61.709945, -13.352514, 

-71.000001, -66.369038, -13.617843, 

-76.000000, -71.025804, -13.957670, 

-80.999999, -75.675062, -14.274897, 

-85.999998, -80.312450, -14.582851, 

-90.999997, -84.953455, -14.807832, 

-96.000003, -89.583823, -15.180446, 

-101.000002, -94.215877, -15.565328, 

-106.000001, -98.851228, -15.972421, 

-111.000000, -103.516197, -16.114346, 

-115.999999, -108.229648, -16.071655, 

-120.999998, -112.950789, -16.438918, 
